file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onVolume/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,478,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,shutdown/0,false,440,0,0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,450,5,2,0,2,1,3,4,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onMakePayment/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,368,9,9,0,9,2,16,21,0,10,1,16,5,2,0,0,1,1,1,1,10,3,1,0,0,0,67,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,selectedTripName/0,false,412,0,2,2,0,11,1,8,6,0,0,1,0,0,0,5,0,0,6,0,0,0,1,0,0,0,20,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,updateTexts/0,false,181,1,2,1,1,1,2,25,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,18,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onRiderTypeChange/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,243,3,1,0,1,1,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onMenuSingle/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,260,3,2,0,2,2,3,7,0,0,1,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,21,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,"contactRow/2[java.lang.String,java.lang.String]",false,537,5,2,1,1,1,8,17,1,6,2,8,0,0,0,0,0,0,4,1,5,0,1,0,0,1,40,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/BuyNewTicketController.java,concordia.soen6611.igo_tvm.controllers.BuyNewTicketController,onMenuWeekend/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,278,3,2,0,2,2,3,7,0,0,1,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,21,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/IGoApplication.java,concordia.soen6611.igo_tvm.IGoApplication,stop/0,false,79,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/IGoApplication.java,concordia.soen6611.igo_tvm.IGoApplication,init/0,false,43,2,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/IGoApplication.java,concordia.soen6611.igo_tvm.IGoApplication,main/1[java.lang.String[]],false,88,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/IGoApplication.java,concordia.soen6611.igo_tvm.IGoApplication,start/1[concordia.soen6611.igo_tvm.Stage],false,60,4,0,0,0,1,9,11,0,3,1,9,0,0,0,0,0,0,2,4,3,0,0,0,0,0,43,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onBuyTicket/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,159,5,0,0,0,2,8,11,0,2,1,8,0,0,0,0,1,1,1,0,2,0,1,0,0,0,29,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,reflectZoomButtons/0,false,351,1,4,2,2,3,3,5,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,reflectContrastButtons/0,false,376,1,4,2,2,3,3,5,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,12,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onInfo/0,false,266,12,2,0,2,5,23,33,0,10,0,23,1,1,0,3,1,0,16,7,10,0,1,0,0,0,43,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,item/1[java.lang.String],false,326,2,1,1,0,1,3,9,1,3,1,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,18,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,242,4,1,0,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onVolume/0,false,192,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onFontSizeIn/0,false,341,3,3,0,3,1,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onHelpClick/0,false,387,10,2,0,2,3,19,29,0,9,0,19,1,1,0,1,1,0,14,3,9,0,1,0,0,0,45,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,"HomeController/2[concordia.soen6611.igo_tvm.Services.I18nService,concordia.soen6611.igo_tvm.controllers.ApplicationContext]",true,105,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onLanguageChange/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,207,4,2,0,2,3,3,10,0,1,1,3,1,1,0,2,0,0,0,0,1,0,1,0,0,0,27,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,"contactRow/2[java.lang.String,java.lang.String]",false,437,5,2,1,1,1,8,17,1,6,2,8,0,0,0,0,0,0,4,1,5,0,1,0,0,1,37,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onReload/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,176,5,0,0,0,2,9,12,0,2,1,9,0,0,0,0,1,1,2,0,2,0,1,0,0,0,28,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onContrastUp/0,false,360,3,3,0,3,1,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,shutdown/0,false,197,0,0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,initialize/0,false,121,6,3,0,3,1,21,24,0,5,0,21,1,1,0,0,0,0,4,1,2,1,1,0,0,4,58,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onFontSizeOut/0,false,346,3,3,0,3,1,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,onContrastDown/0,false,368,3,3,0,3,1,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,updateTexts/0,false,221,2,3,2,1,1,3,11,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/HomeController.java,concordia.soen6611.igo_tvm.controllers.HomeController,goWelcomeScreen/1[concordia.soen6611.igo_tvm.controllers.Node],false,251,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,31,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/exceptions/HardwareException.java,concordia.soen6611.igo_tvm.exceptions.HardwareException,"HardwareException/2[java.lang.String,java.lang.Throwable]",true,27,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/exceptions/HardwareException.java,concordia.soen6611.igo_tvm.exceptions.HardwareException,HardwareException/1[java.lang.String],true,17,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/ExceptionDialog.java,concordia.soen6611.igo_tvm.models.ExceptionDialog,"show/3[concordia.soen6611.igo_tvm.exceptions.AbstractCustomException,concordia.soen6611.igo_tvm.models.Window,concordia.soen6611.igo_tvm.models.ApplicationContext]",false,78,12,4,1,3,7,19,38,1,8,3,19,2,1,0,4,2,0,8,0,8,0,4,0,0,1,81,9,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/ExceptionDialog.java,concordia.soen6611.igo_tvm.models.ExceptionDialog,i18n/1[concordia.soen6611.igo_tvm.models.ApplicationContext],false,44,2,2,2,0,2,1,8,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24,10,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/ExceptionDialog.java,concordia.soen6611.igo_tvm.models.ExceptionDialog,"msg/4[concordia.soen6611.igo_tvm.Services.I18nService,java.lang.String,java.lang.String,java.lang.Object[]]",false,60,1,3,2,1,2,1,3,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,10,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/ExceptionDialog.java,concordia.soen6611.igo_tvm.models.ExceptionDialog,"showAsUserException/3[java.lang.Throwable,concordia.soen6611.igo_tvm.models.Window,concordia.soen6611.igo_tvm.models.ApplicationContext]",false,136,7,3,0,3,7,19,39,2,10,3,19,3,2,0,2,2,1,12,3,10,2,4,0,0,1,84,9,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/ExceptionDialog.java,concordia.soen6611.igo_tvm.models.ExceptionDialog,ExceptionDialog/0,true,34,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,cancelPayment/0,false,69,1,2,1,1,2,1,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,"startPayment/2[java.lang.String,double]",false,35,1,2,1,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,processPayment/0,false,55,1,2,1,1,2,1,6,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,21,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,getCurrentPayment/0,false,44,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectMobileWallet/0,false,229,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,21,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,389,5,2,0,2,1,3,4,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,updateTexts/0,false,156,1,2,1,1,1,2,11,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onCancelPayment/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,329,4,2,0,2,1,4,5,0,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,21,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,"PaymentController/3[concordia.soen6611.igo_tvm.controllers.ApplicationContext,concordia.soen6611.igo_tvm.Services.PaymentSession,concordia.soen6611.igo_tvm.Services.I18nService]",true,111,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,applySelectionStyles/0,false,239,0,4,4,0,6,4,20,0,0,0,4,0,0,0,2,0,0,9,0,0,0,2,0,0,0,17,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,goWelcomeScreen/1[concordia.soen6611.igo_tvm.controllers.Node],false,399,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,30,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onConfirm/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,278,8,7,0,7,6,19,44,0,6,1,19,2,1,0,4,0,0,14,2,5,0,3,0,0,1,53,1,4,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectCash/0,false,219,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,initialize/0,false,128,5,3,0,3,1,16,18,0,2,0,16,3,1,0,0,0,0,1,1,2,0,1,0,0,3,58,2,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,goBack/1[concordia.soen6611.igo_tvm.controllers.Node],false,345,4,2,1,1,5,8,29,0,5,1,8,0,0,0,0,2,0,3,0,6,0,2,0,0,0,54,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectCard/0,false,209,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,setTotalDueFromSession/0,false,172,3,4,1,3,4,10,11,0,7,0,10,0,0,0,2,0,1,3,1,7,0,0,0,0,0,32,2,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,showTapHintIfNeeded/0,false,261,0,1,1,0,2,2,5,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,2,0,true
